Date,Song,Artist
1964-02-19,The Second Barbra Streisand Album,Barbra Streisand
1964-02-19,(Moving),Peter| Paul & Mary
1964-02-19,The Wonderful World Of Andy Williams,Andy Williams
1964-02-19,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-02-19,West Side Story,Soundtrack
1964-02-19,The Barbra Streisand Album,Barbra Streisand
1964-02-19,"Rick Nelson Sings ""For You""",Rick Nelson
1964-02-19,There! I've Said It Again,Bobby Vinton
1964-02-19,Catch A Rising Star,John Gary
1964-02-19,That Was The Week That Was (BBC Telecast Tribute on 11/23/1963),John Fitzgerald Kennedy
1964-02-26,Meet The Beatles!,The Beatles
1964-02-26,Introducing...The Beatles,The Beatles
1964-02-26,In The Wind,Peter| Paul & Mary
1964-02-26,The Singing Nun,The Singing Nun (Soeur Sourire)
1964-02-26,Honey In The Horn,Al Hirt
1964-02-26,Charade,Henry Mancini
1964-02-26,Fun In Acapulco,Elvis Presley
1964-02-26,Joan Baez In Concert; Part 2,Joan Baez
1964-02-26,The Wonderful World Of Andy Williams,Andy Williams
1964-02-26,The Second Barbra Streisand Album,Barbra Streisand
1964-02-26,Peter; Paul And Mary,Peter| Paul & Mary
1964-02-26,There! I've Said It Again,Bobby Vinton
1964-02-26,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-02-26,"Rick Nelson Sings ""For You""",Rick Nelson
1964-02-26,West Side Story,Soundtrack
1964-02-26,Little Deuce Coupe,The Beach Boys
1964-02-26,The Barbra Streisand Album,Barbra Streisand
1964-02-26,(Moving),Peter| Paul & Mary
1964-02-26,Catch A Rising Star,John Gary
1964-02-26,Days Of Wine And Roses,Andy Williams
1964-03-04,Meet The Beatles!,The Beatles
1964-03-04,Introducing...The Beatles,The Beatles
1964-03-04,Honey In The Horn,Al Hirt
1964-03-04,In The Wind,Peter| Paul & Mary
1964-03-04,The Singing Nun,The Singing Nun (Soeur Sourire)
1964-03-04,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-03-04,Charade,Henry Mancini
1964-03-04,Hello; Dolly!,Original Cast
1964-03-04,The Wonderful World Of Andy Williams,Andy Williams
1964-03-04,There! I've Said It Again,Bobby Vinton
1964-03-04,Fun In Acapulco,Elvis Presley
1964-03-04,Little Deuce Coupe,The Beach Boys
1964-03-04,The Second Barbra Streisand Album,Barbra Streisand
1964-03-04,"Rick Nelson Sings ""For You""",Rick Nelson
1964-03-04,Tender Is The Night,Johnny Mathis
1964-03-04,West Side Story,Soundtrack
1964-03-04,Living A Lie,Al Martino
1964-03-04,Time To Think,The Kingston Trio
1964-03-04,Days Of Wine And Roses,Andy Williams
1964-03-04,Peter; Paul And Mary,Peter| Paul & Mary
1964-03-11,Meet The Beatles!,The Beatles
1964-03-11,Introducing...The Beatles,The Beatles
1964-03-11,Honey In The Horn,Al Hirt
1964-03-11,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-03-11,Hello; Dolly!,Original Cast
1964-03-11,The Singing Nun,The Singing Nun (Soeur Sourire)
1964-03-11,Charade,Henry Mancini
1964-03-11,The Third Album,Barbra Streisand
1964-03-11,In The Wind,Peter| Paul & Mary
1964-03-11,There! I've Said It Again,Bobby Vinton
1964-03-11,The Wonderful World Of Andy Williams,Andy Williams
1964-03-11,Fun In Acapulco,Elvis Presley
1964-03-11,Tender Is The Night,Johnny Mathis
1964-03-11,Living A Lie,Al Martino
1964-03-11,West Side Story,Soundtrack
1964-03-11,Peter; Paul And Mary,Peter| Paul & Mary
1964-03-11,Little Deuce Coupe,The Beach Boys
1964-03-11,Time To Think,The Kingston Trio
1964-03-11,The Second Barbra Streisand Album,Barbra Streisand
1964-03-11,Days Of Wine And Roses,Andy Williams
1964-03-18,Meet The Beatles!,The Beatles
1964-03-18,Introducing...The Beatles,The Beatles
1964-03-18,Honey In The Horn,Al Hirt
1964-03-18,Hello; Dolly!,Original Cast
1964-03-18,The Third Album,Barbra Streisand
1964-03-18,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-03-18,In The Wind,Peter| Paul & Mary
1964-03-18,The Singing Nun,The Singing Nun (Soeur Sourire)
1964-03-18,The Wonderful World Of Andy Williams,Andy Williams
1964-03-18,Charade,Henry Mancini
1964-03-18,There! I've Said It Again,Bobby Vinton
1964-03-18,Fun In Acapulco,Elvis Presley
1964-03-18,Tender Is The Night,Johnny Mathis
1964-03-18,Living A Lie,Al Martino
1964-03-18,West Side Story,Soundtrack
1964-03-18,(Moving),Peter| Paul & Mary
1964-03-18,Peter; Paul And Mary,Peter| Paul & Mary
1964-03-18,Days Of Wine And Roses,Andy Williams
1964-03-18,Encore,John Gary
1964-03-18,The Second Barbra Streisand Album,Barbra Streisand
1964-03-25,Meet The Beatles!,The Beatles
1964-03-25,Introducing...The Beatles,The Beatles
1964-03-25,Honey In The Horn,Al Hirt
1964-03-25,Hello; Dolly!,Original Cast
1964-03-25,The Third Album,Barbra Streisand
1964-03-25,In The Wind,Peter| Paul & Mary
1964-03-25,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-03-25,There! I've Said It Again,Bobby Vinton
1964-03-25,Peter; Paul And Mary,Peter| Paul & Mary
1964-03-25,The Wonderful World Of Andy Williams,Andy Williams
1964-03-25,Charade,Henry Mancini
1964-03-25,The Singing Nun,The Singing Nun (Soeur Sourire)
1964-03-25,Fun In Acapulco,Elvis Presley
1964-03-25,Tender Is The Night,Johnny Mathis
1964-03-25,Living A Lie,Al Martino
1964-03-25,Encore,John Gary
1964-03-25,(Moving),Peter| Paul & Mary
1964-03-25,Bach's Greatest Hits,Swingle Singers
1964-03-25,West Side Story,Soundtrack
1964-03-25,The Many Moods Of Tony,Tony Bennett
1964-04-01,Meet The Beatles!,The Beatles
1964-04-01,Introducing...The Beatles,The Beatles
1964-04-01,Honey In The Horn,Al Hirt
1964-04-01,Hello; Dolly!,Original Cast
1964-04-01,The Third Album,Barbra Streisand
1964-04-01,In The Wind,Peter| Paul & Mary
1964-04-01,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-04-01,There! I've Said It Again,Bobby Vinton
1964-04-01,Peter; Paul And Mary,Peter| Paul & Mary
1964-04-01,Charade,Henry Mancini
1964-04-01,Pure Dynamite! Live At The Royal,James Brown
1964-04-01,The Singing Nun,The Singing Nun (Soeur Sourire)
1964-04-01,Living A Lie,Al Martino
1964-04-01,(Moving),Peter| Paul & Mary
1964-04-01,The Wonderful World Of Andy Williams,Andy Williams
1964-04-01,Encore,John Gary
1964-04-01,Tender Is The Night,Johnny Mathis
1964-04-01,Sweet & Sour Tears,Ray Charles
1964-04-01,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-04-01,The Many Moods Of Tony,Tony Bennett
1964-04-08,Meet The Beatles!,The Beatles
1964-04-08,Introducing...The Beatles,The Beatles
1964-04-08,Honey In The Horn,Al Hirt
1964-04-08,Hello; Dolly!,Original Cast
1964-04-08,The Third Album,Barbra Streisand
1964-04-08,Charade,Henry Mancini
1964-04-08,In The Wind,Peter| Paul & Mary
1964-04-08,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-04-08,There! I've Said It Again,Bobby Vinton
1964-04-08,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-04-08,Pure Dynamite! Live At The Royal,James Brown
1964-04-08,Peter; Paul And Mary,Peter| Paul & Mary
1964-04-08,Sweet & Sour Tears,Ray Charles
1964-04-08,Tender Is The Night,Johnny Mathis
1964-04-08,The Wonderful World Of Andy Williams,Andy Williams
1964-04-08,Encore,John Gary
1964-04-08,Living A Lie,Al Martino
1964-04-08,West Side Story,Soundtrack
1964-04-08,(Moving),Peter| Paul & Mary
1964-04-08,Bach's Greatest Hits,Swingle Singers
1964-04-15,Meet The Beatles!,The Beatles
1964-04-15,Introducing...The Beatles,The Beatles
1964-04-15,Honey In The Horn,Al Hirt
1964-04-15,Hello; Dolly!,Original Cast
1964-04-15,The Third Album,Barbra Streisand
1964-04-15,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-04-15,In The Wind,Peter| Paul & Mary
1964-04-15,Charade,Henry Mancini
1964-04-15,Sweet & Sour Tears,Ray Charles
1964-04-15,Pure Dynamite! Live At The Royal,James Brown
1964-04-15,West Side Story,Soundtrack
1964-04-15,Peter; Paul And Mary,Peter| Paul & Mary
1964-04-15,Tender Is The Night,Johnny Mathis
1964-04-15,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-04-15,There! I've Said It Again,Bobby Vinton
1964-04-15,(Moving),Peter| Paul & Mary
1964-04-15,Living A Lie,Al Martino
1964-04-15,Encore,John Gary
1964-04-15,The Second Barbra Streisand Album,Barbra Streisand
1964-04-15,The Times They Are A-Changin',Bob Dylan
1964-04-22,Meet The Beatles!,The Beatles
1964-04-22,Introducing...The Beatles,The Beatles
1964-04-22,Honey In The Horn,Al Hirt
1964-04-22,Hello; Dolly!,Original Cast
1964-04-22,The Third Album,Barbra Streisand
1964-04-22,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-04-22,Glad All Over,The Dave Clark Five
1964-04-22,In The Wind,Peter| Paul & Mary
1964-04-22,Sweet & Sour Tears,Ray Charles
1964-04-22,Kissin' Cousins,Elvis Presley
1964-04-22,West Side Story,Soundtrack
1964-04-22,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-04-22,Pure Dynamite! Live At The Royal,James Brown
1964-04-22,Charade,Henry Mancini
1964-04-22,There! I've Said It Again,Bobby Vinton
1964-04-22,The Beatles' Second Album,The Beatles
1964-04-22,The Second Barbra Streisand Album,Barbra Streisand
1964-04-22,Wives And Lovers,Jack Jones
1964-04-22,The Serendipity Singers,The Serendipity Singers
1964-04-22,Days Of Wine And Roses; Moon River; And Other Academy Award Winners,Frank Sinatra
1964-04-29,The Beatles' Second Album,The Beatles
1964-04-29,Meet The Beatles!,The Beatles
1964-04-29,Hello; Dolly!,Original Cast
1964-04-29,Introducing...The Beatles,The Beatles
1964-04-29,Honey In The Horn,Al Hirt
1964-04-29,Kissin' Cousins,Elvis Presley
1964-04-29,Glad All Over,The Dave Clark Five
1964-04-29,The Third Album,Barbra Streisand
1964-04-29,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-04-29,In The Wind,Peter| Paul & Mary
1964-04-29,Days Of Wine And Roses; Moon River; And Other Academy Award Winners,Frank Sinatra
1964-04-29,West Side Story,Soundtrack
1964-04-29,Sweet & Sour Tears,Ray Charles
1964-04-29,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-04-29,Charade,Henry Mancini
1964-04-29,There! I've Said It Again,Bobby Vinton
1964-04-29,The Serendipity Singers,The Serendipity Singers
1964-04-29,Wives And Lovers,Jack Jones
1964-04-29,The Second Barbra Streisand Album,Barbra Streisand
1964-04-29,The Pink Panther,Henry Mancini
1964-05-06,The Beatles' Second Album,The Beatles
1964-05-06,Meet The Beatles!,The Beatles
1964-05-06,Hello; Dolly!,Original Cast
1964-05-06,Glad All Over,The Dave Clark Five
1964-05-06,Honey In The Horn,Al Hirt
1964-05-06,Kissin' Cousins,Elvis Presley
1964-05-06,Introducing...The Beatles,The Beatles
1964-05-06,The Third Album,Barbra Streisand
1964-05-06,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-05-06,Days Of Wine And Roses; Moon River; And Other Academy Award Winners,Frank Sinatra
1964-05-06,In The Wind,Peter| Paul & Mary
1964-05-06,Charade,Henry Mancini
1964-05-06,Funny Girl,Barbra Streisand
1964-05-06,The Pink Panther,Henry Mancini
1964-05-06,West Side Story,Soundtrack
1964-05-06,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-05-06,The Serendipity Singers,The Serendipity Singers
1964-05-06,Shut Down; Volume 2,The Beach Boys
1964-05-06,Sweet & Sour Tears,Ray Charles
1964-05-06,Wives And Lovers,Jack Jones
1964-05-13,The Beatles' Second Album,The Beatles
1964-05-13,Hello; Dolly!,Original Cast
1964-05-13,Meet The Beatles!,The Beatles
1964-05-13,Glad All Over,The Dave Clark Five
1964-05-13,Honey In The Horn,Al Hirt
1964-05-13,Kissin' Cousins,Elvis Presley
1964-05-13,Introducing...The Beatles,The Beatles
1964-05-13,Funny Girl,Barbra Streisand
1964-05-13,The Third Album,Barbra Streisand
1964-05-13,Days Of Wine And Roses; Moon River; And Other Academy Award Winners,Frank Sinatra
1964-05-13,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-05-13,The Pink Panther,Henry Mancini
1964-05-13,In The Wind,Peter| Paul & Mary
1964-05-13,Charade,Henry Mancini
1964-05-13,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-05-13,The Serendipity Singers,The Serendipity Singers
1964-05-13,Shut Down; Volume 2,The Beach Boys
1964-05-13,West Side Story,Soundtrack
1964-05-13,Wives And Lovers,Jack Jones
1964-05-13,Sweet & Sour Tears,Ray Charles
1964-05-20,The Beatles' Second Album,The Beatles
1964-05-20,Hello; Dolly!,Original Cast
1964-05-20,Glad All Over,The Dave Clark Five
1964-05-20,Funny Girl,Barbra Streisand
1964-05-20,Meet The Beatles!,The Beatles
1964-05-20,Honey In The Horn,Al Hirt
1964-05-20,Kissin' Cousins,Elvis Presley
1964-05-20,Introducing...The Beatles,The Beatles
1964-05-20,The Third Album,Barbra Streisand
1964-05-20,In The Wind,Peter| Paul & Mary
1964-05-20,The Serendipity Singers,The Serendipity Singers
1964-05-20,The Pink Panther,Henry Mancini
1964-05-20,Shut Down; Volume 2,The Beach Boys
1964-05-20,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-05-20,Days Of Wine And Roses; Moon River; And Other Academy Award Winners,Frank Sinatra
1964-05-20,Today,The New Christy Minstrels
1964-05-20,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-05-20,Hello Dolly!,Louis Armstrong
1964-05-20,Belafonte At The Greek Theatre,Harry Belafonte
1964-05-20,Peter; Paul And Mary,Peter| Paul & Mary
1964-05-27,The Beatles' Second Album,The Beatles
1964-05-27,Hello; Dolly!,Original Cast
1964-05-27,Funny Girl,Barbra Streisand
1964-05-27,Hello Dolly!,Louis Armstrong
1964-05-27,Meet The Beatles!,The Beatles
1964-05-27,Honey In The Horn,Al Hirt
1964-05-27,Glad All Over,The Dave Clark Five
1964-05-27,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-05-27,The Third Album,Barbra Streisand
1964-05-27,Introducing...The Beatles,The Beatles
1964-05-27,Kissin' Cousins,Elvis Presley
1964-05-27,Today,The New Christy Minstrels
1964-05-27,Shut Down; Volume 2,The Beach Boys
1964-05-27,The Serendipity Singers,The Serendipity Singers
1964-05-27,The Pink Panther,Henry Mancini
1964-05-27,Yesterday's Love Songs/Today's Blues,Nancy Wilson
1964-05-27,Dawn (Go Away) And 11 Other Great Songs,The 4 Seasons
1964-05-27,In The Wind,Peter| Paul & Mary
1964-05-27,Belafonte At The Greek Theatre,Harry Belafonte
1964-05-27,Days Of Wine And Roses; Moon River; And Other Academy Award Winners,Frank Sinatra
1964-06-03,Hello; Dolly!,Original Cast
1964-06-03,Funny Girl,Barbra Streisand
1964-06-03,Hello Dolly!,Louis Armstrong
1964-06-03,The Beatles' Second Album,The Beatles
1964-06-03,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-06-03,Meet The Beatles!,The Beatles
1964-06-03,Honey In The Horn,Al Hirt
1964-06-03,Glad All Over,The Dave Clark Five
1964-06-03,Today,The New Christy Minstrels
1964-06-03,The Third Album,Barbra Streisand
1964-06-03,Introducing...The Beatles,The Beatles
1964-06-03,Kissin' Cousins,Elvis Presley
1964-06-03,The Pink Panther,Henry Mancini
1964-06-03,Shut Down; Volume 2,The Beach Boys
1964-06-03,The Serendipity Singers,The Serendipity Singers
1964-06-03,The Barbra Streisand Album,Barbra Streisand
1964-06-03,Belafonte At The Greek Theatre,Harry Belafonte
1964-06-03,Shangri-La,Robert Maxwell His Harp And Orchestra
1964-06-03,In The Wind,Peter| Paul & Mary
1964-06-03,The Kingsmen In Person,The Kingsmen
1964-06-10,Hello Dolly!,Louis Armstrong
1964-06-10,Funny Girl,Barbra Streisand
1964-06-10,Hello; Dolly!,Original Cast
1964-06-10,The Beatles' Second Album,The Beatles
1964-06-10,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-06-10,Honey In The Horn,Al Hirt
1964-06-10,Meet The Beatles!,The Beatles
1964-06-10,Glad All Over,The Dave Clark Five
1964-06-10,Today,The New Christy Minstrels
1964-06-10,The Third Album,Barbra Streisand
1964-06-10,Cotton Candy,Al Hirt
1964-06-10,Introducing...The Beatles,The Beatles
1964-06-10,The Pink Panther,Henry Mancini
1964-06-10,Kissin' Cousins,Elvis Presley
1964-06-10,Today; Tomorrow; Forever,Nancy Wilson
1964-06-10,Who's Afraid Of Virginia Woolf?,Jimmy Smith
1964-06-10,Shangri-La,Robert Maxwell His Harp And Orchestra
1964-06-10,The Serendipity Singers,The Serendipity Singers
1964-06-10,Something Special For Young Lovers,Ray Charles Singers
1964-06-10,Shut Down; Volume 2,The Beach Boys
1964-06-17,Hello Dolly!,Louis Armstrong
1964-06-17,Funny Girl,Barbra Streisand
1964-06-17,Hello; Dolly!,Original Cast
1964-06-17,The Beatles' Second Album,The Beatles
1964-06-17,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-06-17,Honey In The Horn,Al Hirt
1964-06-17,The Third Album,Barbra Streisand
1964-06-17,Cotton Candy,Al Hirt
1964-06-17,Meet The Beatles!,The Beatles
1964-06-17,Glad All Over,The Dave Clark Five
1964-06-17,Today; Tomorrow; Forever,Nancy Wilson
1964-06-17,The Pink Panther,Henry Mancini
1964-06-17,Today,The New Christy Minstrels
1964-06-17,Introducing...The Beatles,The Beatles
1964-06-17,Kissin' Cousins,Elvis Presley
1964-06-17,Who's Afraid Of Virginia Woolf?,Jimmy Smith
1964-06-17,Something Special For Young Lovers,Ray Charles Singers
1964-06-17,The Serendipity Singers,The Serendipity Singers
1964-06-17,Shangri-La,Robert Maxwell His Harp And Orchestra
1964-06-17,Shut Down; Volume 2,The Beach Boys
1964-06-24,Hello Dolly!,Louis Armstrong
1964-06-24,Hello; Dolly!,Original Cast
1964-06-24,Funny Girl,Barbra Streisand
1964-06-24,The Beatles' Second Album,The Beatles
1964-06-24,The Third Album,Barbra Streisand
1964-06-24,Cotton Candy,Al Hirt
1964-06-24,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-06-24,Honey In The Horn,Al Hirt
1964-06-24,Meet The Beatles!,The Beatles
1964-06-24,Today; Tomorrow; Forever,Nancy Wilson
1964-06-24,Glad All Over,The Dave Clark Five
1964-06-24,The Pink Panther,Henry Mancini
1964-06-24,Something Special For Young Lovers,Ray Charles Singers
1964-06-24,Getz/Gilberto,Stan Getz And Joao Gilberto Featuring Antonio Carlos Jobim
1964-06-24,Today,The New Christy Minstrels
1964-06-24,The Second Barbra Streisand Album,Barbra Streisand
1964-06-24,Introducing...The Beatles,The Beatles
1964-06-24,Shut Down; Volume 2,The Beach Boys
1964-06-24,The Barbra Streisand Album,Barbra Streisand
1964-06-24,Who's Afraid Of Virginia Woolf?,Jimmy Smith
1964-07-01,Hello Dolly!,Louis Armstrong
1964-07-01,Hello; Dolly!,Original Cast
1964-07-01,Funny Girl,Barbra Streisand
1964-07-01,The Beatles' Second Album,The Beatles
1964-07-01,The Third Album,Barbra Streisand
1964-07-01,Cotton Candy,Al Hirt
1964-07-01,Getz/Gilberto,Stan Getz And Joao Gilberto Featuring Antonio Carlos Jobim
1964-07-01,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-07-01,Glad All Over,The Dave Clark Five
1964-07-01,Today; Tomorrow; Forever,Nancy Wilson
1964-07-01,The Dave Clark Five Return!,The Dave Clark Five
1964-07-01,Honey In The Horn,Al Hirt
1964-07-01,Something Special For Young Lovers,Ray Charles Singers
1964-07-01,Meet The Beatles!,The Beatles
1964-07-01,The Pink Panther,Henry Mancini
1964-07-01,The Barbra Streisand Album,Barbra Streisand
1964-07-01,Introducing...The Beatles,The Beatles
1964-07-01,Shut Down; Volume 2,The Beach Boys
1964-07-01,The Second Barbra Streisand Album,Barbra Streisand
1964-07-01,Today,The New Christy Minstrels
1964-07-08,Hello Dolly!,Louis Armstrong
1964-07-08,Hello; Dolly!,Original Cast
1964-07-08,Funny Girl,Barbra Streisand
1964-07-08,Getz/Gilberto,Stan Getz And Joao Gilberto Featuring Antonio Carlos Jobim
1964-07-08,The Beatles' Second Album,The Beatles
1964-07-08,The Dave Clark Five Return!,The Dave Clark Five
1964-07-08,The Third Album,Barbra Streisand
1964-07-08,Cotton Candy,Al Hirt
1964-07-08,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-07-08,Today; Tomorrow; Forever,Nancy Wilson
1964-07-08,Honey In The Horn,Al Hirt
1964-07-08,Glad All Over,The Dave Clark Five
1964-07-08,Something Special For Young Lovers,Ray Charles Singers
1964-07-08,Meet The Beatles!,The Beatles
1964-07-08,The Pink Panther,Henry Mancini
1964-07-08,Shut Down; Volume 2,The Beach Boys
1964-07-08,The Barbra Streisand Album,Barbra Streisand
1964-07-08,Who's Afraid Of Virginia Woolf?,Jimmy Smith
1964-07-08,The Second Barbra Streisand Album,Barbra Streisand
1964-07-08,Introducing...The Beatles,The Beatles
1964-07-15,Hello Dolly!,Louis Armstrong
1964-07-15,Hello; Dolly!,Original Cast
1964-07-15,Funny Girl,Barbra Streisand
1964-07-15,Getz/Gilberto,Stan Getz And Joao Gilberto Featuring Antonio Carlos Jobim
1964-07-15,The Dave Clark Five Return!,The Dave Clark Five
1964-07-15,The Third Album,Barbra Streisand
1964-07-15,The Beatles' Second Album,The Beatles
1964-07-15,Cotton Candy,Al Hirt
1964-07-15,"The Academy Award Winning ""Call Me Irresponsible""",Andy Williams
1964-07-15,Honey In The Horn,Al Hirt
1964-07-15,Today; Tomorrow; Forever,Nancy Wilson
1964-07-15,A Hard Day's Night (Soundtrack),The Beatles
1964-07-15,Something Special For Young Lovers,Ray Charles Singers
1964-07-15,Shut Down; Volume 2,The Beach Boys
